patient_id,nombre,apellido,genero,fecha_nacimiento,tipo_sangre,lat,lng,comuna,barrio,direccion,telefono,email,documento,ips_asignada,condicion_preexistente,fhir_patient_id
pat-1879,Eliecer,Caro,male,1995-11-09,B+,3.42399,-76.530505,13,Agua Blanca,Carrera 7T Bis # 68-2 Este,+57 321 680 78 70,eliecer.caro1879@gmail.com,50320166,ips-elo-028,asma,Patient/pat-1879
pat-0132,Michel,Gómez,female,1982-07-11,AB+,3.481593,-76.507113,2,Chipichape,Cl. 179 # 1T-3 Este,57 602 850 02 54,michel.gómez132@gmail.com,32151928,ips-cuc-014,cardiopatía,Patient/pat-0132
pat-1098,Margarita,Martínez,female,2009-07-24,AB-,3.46151,-76.557609,8,Libertadores,Avenida Valle del Cauca # 4-2,57 608 553 88 53,margarita.martínez1098@gmail.com,38280205,ips-col-017,ninguna,Patient/pat-1098
pat-3291,Diana,Ríos,female,1963-06-29,A+,3.392803,-76.482339,21,Desepaz,Cl. 44U # 3-60 Este,573289099251,diana.ríos3291@gmail.com,28429726,ips-pmd-036,cardiopatía,Patient/pat-3291
pat-0765,Adriana,Trujillo,female,2000-11-02,A+,3.473213,-76.519095,6,Santa Isabel,Dg. 70 # 4-3 Este,314 508 67 34,adriana.trujillo765@gmail.com,41272427,ips-nor-011,ninguna,Patient/pat-0765
pat-1942,Nelcy,Ayala,female,2000-07-10,AB+,3.421277,-76.52904,13,Agua Blanca,Av. carrera 6ª # 4-34 Sur,406 20 26,nelcy.ayala1942@gmail.com,32055285,ips-elo-028,insuficiencia renal,Patient/pat-1942
pat-0884,Karen,Díaz,female,1986-12-04,B+,3.499971,-76.506653,6,Santa Isabel,Cl. 8Q Sur # 72-7 Este,573148395563,karen.díaz884@gmail.com,80368504,ips-nor-011,ninguna,Patient/pat-0884
pat-0946,Liliana,Velásquez,female,1951-12-27,B+,3.482416,-76.504379,6,Santa Isabel,Cl. 39 # 22-32,(+57)3277997596,liliana.velásquez946@gmail.com,66213840,ips-nor-011,diabetes tipo 2,Patient/pat-0946
pat-0118,María,Flórez,female,1995-08-05,AB-,3.486892,-76.511754,1,El Oriente,Av. calle 9ª # 3U-64,57 316 587 63 35,maría.flórez118@gmail.com,31361812,ips-alb-024,cardiopatía,Patient/pat-0118
pat-2225,Teresa,Bolívar,female,1968-03-22,AB-,3.365974,-76.525807,14,El Rodeo,Cl. 53 # 18-87 Este,+576091950056,teresa.bolívar2225@gmail.com,64298487,ips-sur-016,insuficiencia renal,Patient/pat-2225
pat-1443,Jefferson,Salazar,male,1963-10-28,A-,3.454228,-76.545352,9,Los Libertadores,Carrera 16 # 45T-17 Sur,3283166235,jefferson.salazar1443@gmail.com,72850928,ips-sjs-004,diabetes tipo 2,Patient/pat-1443
pat-2840,María,Herrera,female,1993-02-24,A-,3.420825,-76.554182,18,Cañaveralejo,Carrera 7ª # 7-1 Sur,(+57) 305 973 98 84,maría.herrera2840@gmail.com,17247426,ips-vip-039,artritis,Patient/pat-2840
pat-2201,Jorge,Guerrero,male,1966-06-04,AB+,3.383099,-76.556434,14,El Rodeo,Cl. 4ª # 39O-39 Sur,(+57)3188839250,jorge.guerrero2201@gmail.com,37432134,ips-sur-016,hipertensión,Patient/pat-2201
pat-2664,Manuel,Niño,male,2024-02-19,A+,3.412829,-76.563297,18,Cañaveralejo,Cr. 86U # 4G-14,314 999 72 43,manuel.niño2664@gmail.com,28620619,ips-vip-039,diabetes tipo 2,Patient/pat-2664
pat-0965,Christian,Acevedo,male,1973-12-26,AB+,3.46438,-76.558661,7,Alcázares,Cl. 192 # 36-9 Este,+573243753476,christian.acevedo965@gmail.com,89289163,ips-pie-026,cardiopatía,Patient/pat-0965
pat-1136,Myriam,Ruiz,female,1989-03-19,A+,3.464473,-76.551842,8,Libertadores,Carrera 86G # 4-4 Sur,573250711843,myriam.ruiz1136@gmail.com,37072687,ips-col-017,ninguna,Patient/pat-1136
pat-2311,Guillermo,Núñez,male,1980-09-08,AB+,3.394191,-76.520166,15,Navarro,Avenida carrera 93 # 70I-94 Sur,(+57) 315 313 35 90,guillermo.núñez2311@gmail.com,98384904,ips-nav-025,diabetes tipo 2,Patient/pat-2311
pat-0877,Carolina,Silva,female,1990-06-09,A+,3.463561,-76.503548,6,Santa Isabel,Tr. 19 # 23-5 Este,(+57) 304 710 41 10,carolina.silva877@gmail.com,55347617,ips-nor-011,ninguna,Patient/pat-0877
pat-1032,Sofía,Sánchez,female,2003-03-10,B-,3.47059,-76.534873,7,Alcázares,Av. Pore # 69-97 Este,01 8003 461 811,sofía.sánchez1032@gmail.com,96203262,ips-pie-026,ninguna,Patient/pat-1032
pat-1943,Camilo,Mejía,male,1994-02-24,AB+,3.412112,-76.51663,13,Agua Blanca,Avenida Belalcázar # 5T-33,(+57) 606 302 21 74,camilo.mejía1943@gmail.com,14978636,ips-elo-028,EPOC,Patient/pat-1943
pat-1738,Carolina,Polo,female,1969-04-13,A+,3.465748,-76.56839,12,Terrón Colorado,Calle 179M # 5Q-98,324 797 17 72,carolina.polo1738@gmail.com,14241081,ips-pie-026,insuficiencia renal,Patient/pat-1738
pat-1527,Geovanny,Díaz,male,1970-07-20,AB+,3.404585,-76.563999,10,Caney,Cr. 180 # 86-5 Sur,(+57) 315 106 15 24,geovanny.díaz1527@gmail.com,62155724,ips-las-015,artritis,Patient/pat-1527
pat-0593,Claudia,Díaz,female,1992-10-21,B+,3.458877,-76.52483,5,Guayaquil,Calle 99 # 4C-1,(+57)3081418416,claudia.díaz593@gmail.com,24363501,ips-col-017,diabetes tipo 2,Patient/pat-0593
pat-0422,Johan,Villamizar,male,1981-12-23,O-,3.46196,-76.52223,4,Flores,Transversal 197E Bis E # 4-72 Sur,57 604 837 78 04,johan.villamizar422@gmail.com,63423225,ips-pro-013,artritis,Patient/pat-0422
pat-2412,Pilar,Pérez,female,1972-08-14,B-,3.374541,-76.524787,16,El Jardín,Cr. 56 # 3-8 Sur,+576091673740,pilar.pérez2412@gmail.com,52928316,ips-sil-022,hipertensión,Patient/pat-2412
pat-1246,Esperanza,Romero,female,1975-12-26,A-,3.43645,-76.544797,9,Los Libertadores,Carrera 116 # 6-9 Este,01 8007 393 674,esperanza.romero1246@gmail.com,93033107,ips-sjs-004,artritis,Patient/pat-1246
pat-0140,Alicia,Escobar,female,1982-09-24,B-,3.466006,-76.512874,2,Chipichape,Cr. 17 # 1O-2,960 82 12,alicia.escobar140@gmail.com,97260863,ips-cuc-014,diabetes tipo 2,Patient/pat-0140
pat-2996,Adolfo,Villamizar,male,1989-06-04,A-,3.449047,-76.52095,19,El Calvario,Carrera 31 # 9O-2 Este,(+57) 327 571 70 36,adolfo.villamizar2996@gmail.com,67136758,ips-huc-001,diabetes tipo 2,Patient/pat-2996
pat-0300,Giovanny,Rueda,male,1968-06-17,AB+,3.472796,-76.536362,3,Centenario,Cr. 89 # 77-9 Este,57 320 707 68 35,giovanny.rueda300@gmail.com,22960658,ips-cps-040,artritis,Patient/pat-0300
pat-2382,Santiago,Castro,male,1982-06-28,AB+,3.399748,-76.54715,15,Navarro,Cr. 4B Bis # 69P-59 Sur,(+57)3224218735,santiago.castro2382@gmail.com,26621878,ips-nav-025,cardiopatía,Patient/pat-2382
pat-3417,Luis,Quintero,male,1985-10-03,O-,3.419306,-76.474563,22,El Pueblo,Carrera 51 # 9-63 Sur,573169373093,luis.quintero3417@gmail.com,82527114,ips-agu-021,artritis,Patient/pat-3417
pat-0198,Mario,Sánchez,male,1986-01-13,O+,3.471445,-76.537123,2,Chipichape,Diagonal 60 # 6U-3,+57 326 374 44 38,mario.sánchez198@gmail.com,87342561,ips-cuc-014,hipertensión,Patient/pat-0198
pat-1178,Carlos,Gil,male,1992-06-14,AB-,3.437748,-76.543118,8,Libertadores,Dg. 160Q Sur # 57-6 Sur,+57 302 887 74 51,carlos.gil1178@gmail.com,11307588,ips-col-017,EPOC,Patient/pat-1178
pat-0683,Miguel,Carvajal,male,1952-06-09,A-,3.439806,-76.553,5,Guayaquil,Carrera 4O # 87-75 Este,(+57) 608 682 41 27,miguel.carvajal683@gmail.com,45955440,ips-col-017,ninguna,Patient/pat-0683
pat-1770,Ángela,Montoya,female,1978-01-03,B+,3.464585,-76.564275,12,Terrón Colorado,Cl. 5 Sur # 51W-86,+57 314 865 63 56,ángela.montoya1770@gmail.com,12496895,ips-pie-026,ninguna,Patient/pat-1770
pat-3219,Luis,Quintero,male,1996-02-25,B-,3.455328,-76.547495,20,Marroquín,Diagonal 126C # 6-2 Sur,573178958269,luis.quintero3219@gmail.com,18545499,ips-pie-026,EPOC,Patient/pat-3219
pat-0441,Amparo,Gutiérrez,female,2023-10-08,B+,3.462535,-76.521205,4,Flores,Calle 152Q Bis # 85-19,(+57) 309 162 94 93,amparo.gutiérrez441@gmail.com,31738837,ips-pro-013,artritis,Patient/pat-0441
pat-0061,Francisco,Álvarez,male,1967-08-04,A+,3.49551,-76.514929,1,El Oriente,Calle 55 Sur # 63-40 Sur,(+57)3106348142,francisco.álvarez61@gmail.com,93131979,ips-alb-024,diabetes tipo 2,Patient/pat-0061
pat-0244,Mónica,Serna,female,1987-04-07,AB+,3.457777,-76.480546,2,Chipichape,Carrera 76 # 79-7 Sur,170 21 78,mónica.serna244@gmail.com,43567615,ips-cuc-014,cardiopatía,Patient/pat-0244
pat-2841,Doris,Rengifo,female,2011-01-30,AB-,3.417866,-76.55713,18,Cañaveralejo,Transversal 63S # 71C-62 Este,573186191916,doris.rengifo2841@gmail.com,47551952,ips-vip-039,diabetes tipo 2,Patient/pat-2841
pat-3329,María,Ríos,female,1993-06-15,B+,3.372338,-76.512452,21,Desepaz,Cr. 10 # 67-3 Este,(+57)6051148717,maría.ríos3329@gmail.com,54015900,ips-pmd-036,insuficiencia renal,Patient/pat-3329
pat-0193,Omaira,Sánchez,female,1970-01-26,AB-,3.487024,-76.496377,2,Chipichape,Diagonal 39 # 3-3 Este,309 791 85 72,omaira.sánchez193@gmail.com,26690465,ips-cuc-014,cardiopatía,Patient/pat-0193
pat-0863,Andrés,Guzmán,male,1982-05-31,B+,3.459413,-76.477335,6,Santa Isabel,Cr. 35 # 75-6 Sur,(+57) 604 806 63 24,andrés.guzmán863@gmail.com,38439415,ips-nor-011,asma,Patient/pat-0863
pat-3406,Kevin,Ortiz,male,1988-10-12,O+,3.393185,-76.489968,22,El Pueblo,Carrera 142P Sur # 5-2 Este,57 323 288 22 50,kevin.ortiz3406@gmail.com,92331842,ips-agu-021,ninguna,Patient/pat-3406
pat-0748,Rosario,Molina,female,1973-11-07,A-,3.494183,-76.503978,6,Santa Isabel,Av. carrera 6ª # 6J-4,57 306 678 42 51,rosario.molina748@gmail.com,76591799,ips-nor-011,cardiopatía,Patient/pat-0748
pat-1080,Fernando,Figueroa,male,1956-01-30,AB+,3.470548,-76.531994,7,Alcázares,Carrera 7N # 36-8 Este,+57 314 833 15 83,fernando.figueroa1080@gmail.com,58837208,ips-pie-026,ninguna,Patient/pat-1080
pat-3242,Francisco,González,male,1980-02-28,O-,3.396089,-76.49568,21,Desepaz,Diagonal 23B # 9N-1 Este,573220316056,francisco.gonzález3242@gmail.com,79318932,ips-pmd-036,cardiopatía,Patient/pat-3242
pat-0280,María,Guerra,female,1969-11-17,B+,3.477434,-76.518693,2,Chipichape,Tr. 86O # 2-1 Sur,7376343,maría.guerra280@gmail.com,24754064,ips-cuc-014,hipertensión,Patient/pat-0280
pat-0897,Miguel,Beltrán,male,1989-09-22,O+,3.478552,-76.489703,6,Santa Isabel,Diagonal 27 # 54-15 Este,6076420716,miguel.beltrán897@gmail.com,91650533,ips-nor-011,ninguna,Patient/pat-0897
pat-3094,Laura,Barrera,female,1987-09-18,A+,3.475176,-76.538699,20,Marroquín,Calle 9ª # 8B-4 Este,993 10 33,laura.barrera3094@gmail.com,74068039,ips-pie-026,EPOC,Patient/pat-3094
pat-1335,Leonardo,Sánchez,male,1975-09-24,A-,3.440892,-76.543515,9,Los Libertadores,Av. carrera 7ª # 70M-99 Sur,576084378782,leonardo.sánchez1335@gmail.com,61298971,ips-sjs-004,ninguna,Patient/pat-1335
pat-2873,Yury,Peña,female,1985-01-15,A+,3.451092,-76.532324,19,El Calvario,Av. carrera 9ª # 71-20 Sur,+57 609 577 56 83,yury.peña2873@gmail.com,84277127,ips-huc-001,asma,Patient/pat-2873
pat-1142,Wilson,Vargas,male,1960-10-17,A-,3.450607,-76.549843,8,Libertadores,Calle 114 # 4-95 Sur,573188274503,wilson.vargas1142@gmail.com,83765077,ips-col-017,ninguna,Patient/pat-1142
pat-2016,Dora,Castro,female,1979-01-17,O+,3.421727,-76.480576,13,Agua Blanca,Carrera 55 # 88-8 Sur,606 664 22 76,dora.castro2016@gmail.com,90244451,ips-elo-028,ninguna,Patient/pat-2016
pat-2043,Gilberto,Gaitán,male,1971-10-17,O-,3.400435,-76.461586,13,Agua Blanca,Cr. 9ª # 48Z-96 Este,018007061801,gilberto.gaitán2043@gmail.com,68055632,ips-elo-028,insuficiencia renal,Patient/pat-2043
pat-2908,Jairo,Velásquez,male,1987-10-14,A+,3.441073,-76.519722,19,El Calvario,Cr. 193A Este # 31-73 Este,(+57) 602 141 15 82,jairo.velásquez2908@gmail.com,19898898,ips-huc-001,artritis,Patient/pat-2908
pat-0885,Juan,Solano,male,1985-11-15,B+,3.477206,-76.527915,6,Santa Isabel,Av. calle 144 # 23Z-83 Sur,576054515086,juan.solano885@gmail.com,35872271,ips-nor-011,asma,Patient/pat-0885
pat-0842,Denis,Camargo,female,1996-11-28,A+,3.501519,-76.477791,6,Santa Isabel,Transversal 60 # 9-3,(+57)3128108388,denis.camargo842@gmail.com,67891237,ips-nor-011,EPOC,Patient/pat-0842
pat-2210,Nel,Perdomo,male,1992-09-20,B+,3.387466,-76.521125,14,El Rodeo,Avenida calle 106 # 54E-2 Este,(+57) 604 796 70 79,nel.perdomo2210@gmail.com,22315737,ips-sur-016,EPOC,Patient/pat-2210
pat-2960,Andrés,Oviedo,male,1988-05-19,B-,3.44591,-76.544827,19,El Calvario,Cr. 142 # 2-91 Este,57 604 605 73 97,andrés.oviedo2960@gmail.com,93924534,ips-huc-001,diabetes tipo 2,Patient/pat-2960
pat-1349,Javier,Gómez,male,1943-10-03,A+,3.42551,-76.528848,9,Los Libertadores,Av. carrera 1ª # 63-41 Este,576029031496,javier.gómez1349@gmail.com,58219240,ips-sjs-004,diabetes tipo 2,Patient/pat-1349
pat-3047,Camilo,Pérez,male,1982-03-08,O-,3.457314,-76.518667,19,El Calvario,Calle 70 # 3R-77 Sur,(+57)3058663387,camilo.pérez3047@gmail.com,52477264,ips-huc-001,EPOC,Patient/pat-3047
pat-1804,Humberto,Rojas,male,1966-02-06,O+,3.377081,-76.505597,13,Agua Blanca,Diagonal 160 # 49-4 Este,(+57) 608 746 88 33,humberto.rojas1804@gmail.com,20750109,ips-elo-028,cardiopatía,Patient/pat-1804
pat-0224,Carlos,Rojas,male,1990-02-25,O-,3.46979,-76.527157,2,Chipichape,Diagonal 84 # 7G-51,+573165852471,carlos.rojas224@gmail.com,73481797,ips-cuc-014,insuficiencia renal,Patient/pat-0224
pat-3450,Andrea,Pérez,female,1963-01-28,A-,3.391927,-76.497716,22,El Pueblo,Carrera 69 # 5-3 Este,+57 601 519 45 66,andrea.pérez3450@gmail.com,30759612,ips-agu-021,ninguna,Patient/pat-3450
pat-2653,Michael,Moreno,male,1996-11-28,O-,3.426207,-76.56703,18,Cañaveralejo,Cr. 169 # 60-96,+576026268903,michael.moreno2653@gmail.com,89345641,ips-vip-039,insuficiencia renal,Patient/pat-2653
pat-3206,Adolfo,Oviedo,male,1975-03-20,AB-,3.479284,-76.52958,20,Marroquín,Cr. 183 # 91-8,573134037698,adolfo.oviedo3206@gmail.com,33540092,ips-pie-026,cardiopatía,Patient/pat-3206
pat-1064,Carlos,Londoño,male,1961-06-24,O+,3.4878,-76.527939,7,Alcázares,Cl. 161 # 64-7 Este,573037250277,carlos.londoño1064@gmail.com,93150000,ips-pie-026,diabetes tipo 2,Patient/pat-1064
pat-1771,John,Salazar,male,1992-05-01,AB-,3.460334,-76.555098,12,Terrón Colorado,Cr. 3ª # 9-38 Este,(+57)3219560729,john.salazar1771@gmail.com,38582041,ips-pie-026,cardiopatía,Patient/pat-1771
pat-1547,Miguel,Torres,male,1982-04-19,A+,3.406155,-76.539013,10,Caney,Carrera 21L Sur # 4J-7 Sur,3232339493,miguel.torres1547@gmail.com,89583788,ips-las-015,asma,Patient/pat-1547
pat-1599,Nelcy,Bonilla,female,1975-11-02,O+,3.430982,-76.528476,11,El Real,Cl. 7S # 62-6 Este,3123903915,nelcy.bonilla1599@gmail.com,11946674,ips-gua-029,insuficiencia renal,Patient/pat-1599
pat-2725,Teresa,Granados,female,1970-06-14,O-,3.411019,-76.570997,18,Cañaveralejo,Calle 107W # 5P-9 Este,322 617 04 54,teresa.granados2725@gmail.com,54452330,ips-vip-039,insuficiencia renal,Patient/pat-2725
pat-0665,Wilfredo,Rueda,male,2009-10-13,AB-,3.4482,-76.552433,5,Guayaquil,Carrera 189 # 7-70 Sur,+57 308 844 33 93,wilfredo.rueda665@gmail.com,25294777,ips-col-017,ninguna,Patient/pat-0665
pat-3074,Carmen,Guerra,female,2000-07-12,O-,3.451792,-76.531714,19,El Calvario,Dg. 194 # 1-1 Este,(+57) 308 822 98 03,carmen.guerra3074@gmail.com,85667851,ips-huc-001,insuficiencia renal,Patient/pat-3074
pat-2623,Virginia,Pinto,female,1966-02-07,A+,3.383275,-76.586496,18,Cañaveralejo,Av. Peñol # 80-70 Sur,969 99 16,virginia.pinto2623@gmail.com,31258513,ips-vip-039,ninguna,Patient/pat-2623
pat-1718,Rocío,González,female,1995-12-30,AB-,3.477471,-76.567353,12,Terrón Colorado,Carrera 191G # 90-9 Este,01 8001 636 603,rocío.gonzález1718@gmail.com,40316218,ips-pie-026,ninguna,Patient/pat-1718
pat-2993,Luz,Blanco,female,1959-03-14,A+,3.437075,-76.519806,19,El Calvario,Dg. 40 # 32-21 Sur,302 011 03 13,luz.blanco2993@gmail.com,45989798,ips-huc-001,asma,Patient/pat-2993
pat-0254,Daniela,Parra,female,1994-10-11,AB+,3.477389,-76.523267,2,Chipichape,Cr. 84 # 3-7 Sur,57 304 826 50 22,daniela.parra254@gmail.com,33574011,ips-cuc-014,asma,Patient/pat-0254
pat-2092,Jorge,Álvarez,male,1983-12-30,AB+,3.420705,-76.496619,13,Agua Blanca,Av. Ortega # 8-72 Este,3149832117,jorge.álvarez2092@gmail.com,97895055,ips-elo-028,diabetes tipo 2,Patient/pat-2092
pat-0973,Alexis,Pardo,male,2024-09-18,A+,3.475082,-76.521729,7,Alcázares,Cr. 6W # 60-22 Sur,(+57) 307 625 49 41,alexis.pardo973@gmail.com,11562947,ips-pie-026,EPOC,Patient/pat-0973
pat-2923,Roberto,Núñez,male,1967-10-11,O+,3.448276,-76.527081,19,El Calvario,Transversal 71 # 45-10 Este,+57 311 269 97 21,roberto.núñez2923@gmail.com,28925119,ips-huc-001,diabetes tipo 2,Patient/pat-2923
pat-1602,Ana,Ortiz,female,1951-05-26,A+,3.40261,-76.549773,11,El Real,Cl. 3 Este # 4-9 Este,+573158621238,ana.ortiz1602@gmail.com,15376584,ips-gua-029,cardiopatía,Patient/pat-1602
pat-1635,Adriana,Agudelo,female,1978-08-02,AB-,3.437135,-76.537327,11,El Real,Carrera 1L # 4-2,(+57)3141456373,adriana.agudelo1635@gmail.com,50813240,ips-gua-029,ninguna,Patient/pat-1635
pat-1497,Alexander,Ochoa,male,1966-09-02,A-,3.421125,-76.540288,10,Caney,Cr. 31I # 3-5,01 8001 109 153,alexander.ochoa1497@gmail.com,47292234,ips-las-015,ninguna,Patient/pat-1497
pat-2475,Manuel,Vargas,male,2002-04-29,A+,3.342603,-76.543671,16,El Jardín,Cl. 96 # 99-1,303 570 81 61,manuel.vargas2475@gmail.com,91135473,ips-sil-022,EPOC,Patient/pat-2475
pat-1687,Estiven,Arias,male,2002-06-12,O-,3.430517,-76.526705,11,El Real,Av. carrera 187 # 2Q-6 Sur,309 122 51 86,estiven.arias1687@gmail.com,29289438,ips-gua-029,hipertensión,Patient/pat-1687
pat-2232,Edgardo,Moreno,male,1989-06-11,O-,3.363796,-76.526631,14,El Rodeo,Cl. 2X Este # 36D-45 Sur,01 8001 728 933,edgardo.moreno2232@gmail.com,94685039,ips-sur-016,hipertensión,Patient/pat-2232
pat-2320,Danna,Hernández,female,1971-08-31,AB-,3.373827,-76.502505,15,Navarro,Calle 79 # 8-8 Este,(+57) 319 710 37 39,danna.hernández2320@gmail.com,18580762,ips-nav-025,ninguna,Patient/pat-2320
pat-3131,Jesús,Rodríguez,male,1998-07-31,AB-,3.469903,-76.54962,20,Marroquín,Calle 42 # 17-6 Sur,301 67 87,jesús.rodríguez3131@gmail.com,15454740,ips-pie-026,diabetes tipo 2,Patient/pat-3131
pat-1165,Gerardo,Garzón,male,1959-06-10,AB+,3.449971,-76.585633,8,Libertadores,Calle 35 # 3-81 Este,57 606 440 97 98,gerardo.garzón1165@gmail.com,74199033,ips-col-017,ninguna,Patient/pat-1165
pat-2326,Fernando,Sánchez,male,1974-02-08,O+,3.381951,-76.510583,15,Navarro,Carrera 92 # 62-70 Este,3214212416,fernando.sánchez2326@gmail.com,58796148,ips-nav-025,ninguna,Patient/pat-2326
pat-3325,Emilio,Pérez,male,1971-02-23,B+,3.39354,-76.498962,21,Desepaz,Av. Cachipay # 1-6 Sur,3027845965,emilio.pérez3325@gmail.com,40273055,ips-pmd-036,diabetes tipo 2,Patient/pat-3325
pat-1829,Laura,Ortega,female,2005-05-19,B-,3.393657,-76.528789,13,Agua Blanca,Calle 110V # 5-5 Este,(+57) 327 277 51 39,laura.ortega1829@gmail.com,59611937,ips-elo-028,ninguna,Patient/pat-1829
pat-0110,Nelson,García,male,1954-11-22,B-,3.500569,-76.512868,1,El Oriente,Transversal 134 # 2Y-26 Este,573058740592,nelson.garcía110@gmail.com,73771720,ips-alb-024,ninguna,Patient/pat-0110
pat-1670,Juan,Medina,male,1985-07-07,O+,3.426435,-76.53699,11,El Real,Avenida Rojas # 55J-16 Este,4170305,juan.medina1670@gmail.com,88545322,ips-gua-029,ninguna,Patient/pat-1670
pat-3034,Manuel,Palacios,male,1977-01-30,AB+,3.438804,-76.518444,19,El Calvario,Cl. 22 # 96-5 Sur,+573254016973,manuel.palacios3034@gmail.com,60225060,ips-huc-001,EPOC,Patient/pat-3034
pat-2295,Jhon,Morales,male,1998-07-22,B+,3.390323,-76.5237,15,Navarro,Calle 5C Este # 16-64 Este,304 196 66 09,jhon.morales2295@gmail.com,75431766,ips-nav-025,insuficiencia renal,Patient/pat-2295
pat-0071,Víctor,Sepúlveda,male,1966-05-28,O+,3.506017,-76.487084,1,El Oriente,Cl. 51G # 8-4 Este,921 89 29,víctor.sepúlveda71@gmail.com,25492573,ips-alb-024,diabetes tipo 2,Patient/pat-0071
pat-1454,Juan,Hernández,male,1988-09-03,B-,3.423425,-76.534246,9,Los Libertadores,Carrera 98I # 4-7 Sur,(+57) 309 717 98 63,juan.hernández1454@gmail.com,83544472,ips-sjs-004,EPOC,Patient/pat-1454
pat-2435,Eliana,Velásquez,female,1983-02-12,O+,3.378799,-76.526948,16,El Jardín,Cl. 11 # 4-30 Este,+57 316 007 29 15,eliana.velásquez2435@gmail.com,50723023,ips-sil-022,asma,Patient/pat-2435
pat-1412,Stella,Orozco,female,1962-11-25,O-,3.430887,-76.540696,9,Los Libertadores,Transversal 152 # 65-35 Sur,573182667553,stella.orozco1412@gmail.com,84514623,ips-sjs-004,ninguna,Patient/pat-1412
pat-0276,Efrén,Pérez,male,1991-11-21,B+,3.462224,-76.517124,2,Chipichape,Avenida carrera 9ª # 8-7 Este,57 306 445 18 39,efrén.pérez276@gmail.com,85776373,ips-cuc-014,asma,Patient/pat-0276
pat-2735,Arnulfo,Ramos,male,1979-03-06,AB+,3.438867,-76.547797,18,Cañaveralejo,Carrera 4ª # 8-1 Este,+576091944599,arnulfo.ramos2735@gmail.com,57278935,ips-vip-039,hipertensión,Patient/pat-2735
pat-2020,José,Márquez,male,1972-12-27,B+,3.421305,-76.489542,13,Agua Blanca,Calle 4M # 2M-6 Sur,325 533 47 95,josé.márquez2020@gmail.com,84689357,ips-elo-028,ninguna,Patient/pat-2020
pat-0096,Manuel,Escobar,male,1986-10-13,AB+,3.483206,-76.513558,1,El Oriente,Avenida calle 5ª # 3-8,+57 314 344 39 04,manuel.escobar96@gmail.com,87388337,ips-alb-024,asma,Patient/pat-0096
pat-0431,Dora,Murillo,female,1973-04-28,B-,3.472113,-76.556442,4,Flores,Avenida Santander # 66-94 Sur,4118818,dora.murillo431@gmail.com,26288992,ips-pro-013,asma,Patient/pat-0431
pat-1630,Antonio,Marín,male,1985-10-22,AB-,3.437071,-76.545864,11,El Real,Transversal 9ª # 89-9,576061792106,antonio.marín1630@gmail.com,56533319,ips-gua-029,insuficiencia renal,Patient/pat-1630
pat-2614,Luis,Perdomo,male,1986-05-18,A-,3.367459,-76.542531,17,Meléndez,Avenida calle 2ª # 42-6 Sur,57 608 258 14 10,luis.perdomo2614@gmail.com,29036823,ips-clv-002,ninguna,Patient/pat-2614
pat-1871,María,López,female,1983-12-14,B-,3.399459,-76.506658,13,Agua Blanca,Avenida calle 141 # 5-40 Sur,(+57) 602 545 27 16,maría.lópez1871@gmail.com,75716091,ips-elo-028,cardiopatía,Patient/pat-1871
pat-3156,Arley,Ortiz,male,1990-12-04,O-,3.471412,-76.53251,20,Marroquín,Cl. 131 # 98-9,(+57)3003894833,arley.ortiz3156@gmail.com,85818579,ips-pie-026,insuficiencia renal,Patient/pat-3156
pat-2296,Ruby,Romero,female,1978-07-13,B+,3.407035,-76.528832,15,Navarro,Cl. 177W # 70B-13 Sur,+57 311 673 51 85,ruby.romero2296@gmail.com,12894515,ips-nav-025,ninguna,Patient/pat-2296
pat-3459,Roberto,Giraldo,male,1986-11-28,B-,3.423643,-76.496546,22,El Pueblo,Av. carrera 195 # 6D-16,+573111228329,roberto.giraldo3459@gmail.com,75869786,ips-agu-021,asma,Patient/pat-3459
pat-1233,Elizabeth,Olaya,female,1988-08-21,B+,3.466237,-76.54461,9,Los Libertadores,Av. calle 71 # 43K-30 Este,+57 308 785 93 50,elizabeth.olaya1233@gmail.com,35795612,ips-sjs-004,ninguna,Patient/pat-1233
pat-3349,Alexander,Palacios,male,1976-03-16,B+,3.379201,-76.478617,21,Desepaz,Cr. 1ª # 5-33 Este,+573036919123,alexander.palacios3349@gmail.com,60260797,ips-pmd-036,EPOC,Patient/pat-3349
pat-1016,Edwin,Rodríguez,male,2014-04-05,O+,3.460464,-76.543862,7,Alcázares,Calle 5E Sur # 87-7 Este,(+57) 311 232 74 43,edwin.rodríguez1016@gmail.com,37257905,ips-pie-026,ninguna,Patient/pat-1016
